Posted On,Size,Rent,No of Bedrooms,No of Bathrooms,Floor,Area Type,City,Condition of the House,Age of House (in Years),Overall Grade,Furnishing Status,Latitude,Longitude,Tenant Preferred,Point of Contact
29-06-22,1700,16000,5,2.25,0,Super Area,Chennai,Fair,41,8,Unfurnished,47.7653,-122.077,Bachelors/Family,Contact Owner
30-04-22,900,16000,3,1.75,2,Carpet Area,Chennai,Good,76,7,Semi-Furnished,47.7045,-122.379,Bachelors,Contact Owner
24-06-22,800,16000,3,1,0,Super Area,Chennai,Fair,99,6,Unfurnished,47.6795,-122.202,Bachelors/Family,Contact Owner
20-05-22,800,16000,5,2.5,3,Super Area,Chennai,Fair,16,9,Semi-Furnished,47.6341,-122.208,Bachelors/Family,Contact Owner
25-05-22,960,16000,3,1,6,Super Area,Chennai,Fair,93,7,Semi-Furnished,47.667,-122.333,Bachelors/Family,Contact Owner
25-06-22,1120,16000,3,2,1,Super Area,Chennai,Fair,26,8,Semi-Furnished,47.7661,-122.205,Bachelors/Family,Contact Owner
18-06-22,1400,16000,4,2.25,0,Carpet Area,Chennai,Fair,71,7,Semi-Furnished,47.7061,-122.307,Bachelors,Contact Owner
02-07-22,900,16000,3,2,1,Super Area,Chennai,Fair,27,10,Semi-Furnished,47.4806,-122.152,Bachelors/Family,Contact Owner
24-06-22,935,16000,2,2,1,Carpet Area,Chennai,Excellent,72,7,Unfurnished,47.5658,-122.276,Bachelors,Contact Owner
29-05-22,1280,16000,2,1,0,Super Area,Chennai,Excellent,91,7,Semi-Furnished,47.6868,-122.349,Bachelors/Family,Contact Owner
22-06-22,450,16000,4,2.5,2,Super Area,Chennai,Fair,27,9,Furnished,47.5414,-122.133,Bachelors/Family,Contact Owner
07-06-22,1525,16000,3,2,2,Carpet Area,Chennai,Fair,20,6,Semi-Furnished,47.4401,-122.279,Family,Contact Owner
22-06-22,1200,16000,2,2.5,1,Carpet Area,Chennai,Fair,7,10,Semi-Furnished,47.6182,-122.312,Bachelors/Family,Contact Owner
06-05-22,1100,16000,2,1,0,Super Area,Chennai,Good,38,6,Semi-Furnished,47.3735,-122.43,Bachelors/Family,Contact Owner
06-05-22,800,16000,3,2.25,0,Super Area,Chennai,Fair,28,9,Semi-Furnished,47.5636,-121.932,Bachelors/Family,Contact Owner
02-06-22,930,16000,4,2.5,1,Super Area,Chennai,Excellent,43,8,Semi-Furnished,47.5351,-122.223,Bachelors/Family,Contact Owner
10-07-22,975,16000,3,1,2,Carpet Area,Chennai,Good,64,7,Semi-Furnished,47.572,-122.139,Bachelors/Family,Contact Agent
14-06-22,600,16000,3,2.5,2,Super Area,Chennai,Good,33,7,Unfurnished,47.3679,-122.182,Bachelors/Family,Contact Owner
20-05-22,1030,16000,5,2.75,3,Super Area,Chennai,Fair,14,9,Semi-Furnished,47.5407,-121.86,Bachelors/Family,Contact Owner
09-07-22,1300,16000,3,2.5,2,Super Area,Chennai,Fair,32,10,Furnished,47.6286,-122.051,Bachelors/Family,Contact Owner
25-05-22,820,16000,3,2.75,2,Carpet Area,Chennai,Good,72,7,Semi-Furnished,47.6452,-122.373,Family,Contact Owner
17-05-22,1420,16000,3,2.5,3,Carpet Area,Chennai,Good,41,9,Semi-Furnished,47.4572,-122.007,Bachelors/Family,Contact Owner
16-06-22,1000,16000,5,3.25,1,Carpet Area,Chennai,Fair,15,9,Unfurnished,47.5442,-121.996,Bachelors,Contact Owner
14-05-22,1100,16000,5,2.75,0,Super Area,Hyderabad,Good,43,8,Furnished,47.6389,-122.098,Family,Contact Agent
16-05-22,1500,16000,4,2.25,1,Carpet Area,Hyderabad,Good,59,8,Furnished,47.3182,-122.212,Family,Contact Owner
02-07-22,1210,16000,4,3.5,1,Super Area,Hyderabad,Fair,18,10,Unfurnished,47.6011,-121.983,Bachelors/Family,Contact Owner
14-06-22,800,16000,3,1,3,Super Area,Hyderabad,Good,46,7,Unfurnished,47.7218,-122.176,Bachelors/Family,Contact Owner
22-05-22,1000,16000,5,2.5,0,Super Area,Hyderabad,Fair,17,9,Semi-Furnished,47.4487,-122.117,Bachelors/Family,Contact Agent
06-07-22,1135,16000,3,2.25,2,Super Area,Hyderabad,Fair,34,8,Semi-Furnished,47.5916,-122.055,Bachelors/Family,Contact Owner
02-07-22,1350,16000,3,1,1,Super Area,Hyderabad,Good,63,7,Unfurnished,47.7608,-122.353,Bachelors/Family,Contact Owner
06-07-22,1200,16000,4,2.25,2,Super Area,Hyderabad,Good,92,8,Semi-Furnished,47.5129,-122.388,Bachelors/Family,Contact Owner
25-05-22,1200,16000,3,1,1,Super Area,Hyderabad,Good,71,7,Unfurnished,47.6897,-122.285,Bachelors/Family,Contact Owner
22-06-22,1250,16000,3,2,0,Super Area,Hyderabad,Good,51,7,Semi-Furnished,47.6642,-122.173,Bachelors/Family,Contact Owner
06-07-22,1350,16000,3,2.25,2,Super Area,Hyderabad,Fair,16,7,Semi-Furnished,47.3364,-122.17,Bachelors/Family,Contact Owner
12-05-22,400,16000,3,2.5,1,Super Area,Hyderabad,Fair,17,8,Unfurnished,47.688,-122.038,Bachelors/Family,Contact Owner
15-06-22,1305,16000,3,1.5,0,Super Area,Hyderabad,Good,91,7,Semi-Furnished,47.679,-122.373,Bachelors/Family,Contact Owner
22-06-22,1600,16000,2,1,1,Super Area,Hyderabad,Good,95,7,Unfurnished,47.6814,-122.399,Bachelors/Family,Contact Owner
12-05-22,1050,16000,3,1,4,Carpet Area,Hyderabad,Fair,87,6,Semi-Furnished,47.7254,-122.175,Bachelors/Family,Contact Owner
12-05-22,1050,16000,4,1,4,Carpet Area,Hyderabad,Good,107,7,Semi-Furnished,47.6644,-122.324,Bachelors/Family,Contact Owner
12-05-22,1650,16000,4,2.5,3,Super Area,Hyderabad,Fair,11,7,Semi-Furnished,47.5406,-121.889,Bachelors/Family,Contact Owner
09-07-22,1100,16000,3,1.75,1,Super Area,Hyderabad,Good,89,7,Semi-Furnished,47.5768,-122.307,Bachelors/Family,Contact Owner
27-06-22,1550,16000,4,2.5,2,Super Area,Hyderabad,Fair,15,9,Unfurnished,47.5352,-122.156,Bachelors/Family,Contact Owner
06-07-22,2000,16000,4,1.75,0,Super Area,Hyderabad,Fair,57,7,Unfurnished,47.7346,-122.244,Bachelors/Family,Contact Owner
06-07-22,770,16000,4,1.75,11,Super Area,Hyderabad,Fair,40,7,Semi-Furnished,47.7402,-122.348,Bachelors/Family,Contact Owner
29-06-22,1000,16000,3,1,2,Super Area,Hyderabad,Fair,78,6,Furnished,47.5726,-122.382,Bachelors/Family,Contact Owner
08-07-22,1100,16000,4,3.25,4,Carpet Area,Hyderabad,Fair,26,7,Furnished,47.5022,-122.363,Bachelors,Contact Owner
13-06-22,1080,16000,4,2.5,2,Carpet Area,Hyderabad,Good,30,9,Semi-Furnished,47.5599,-122.105,Bachelors/Family,Contact Agent
30-04-22,1000,16000,3,2.5,0,Super Area,Hyderabad,Excellent,58,7,Semi-Furnished,47.6885,-122.211,Bachelors/Family,Contact Owner
14-05-22,1100,16000,4,2.5,2,Super Area,Hyderabad,Fair,32,9,Furnished,47.7036,-122.127,Family,Contact Agent
23-06-22,1100,16500,3,1.75,4,Super Area,Kolkata,Fair,42,7,Unfurnished,47.7209,-122.168,Bachelors/Family,Contact Owner
07-07-22,470,16500,3,1.75,4,Carpet Area,Mumbai,Excellent,58,7,Semi-Furnished,47.3969,-122.198,Family,Contact Agent
04-07-22,1200,16500,4,2.25,2,Super Area,Bangalore,Good,41,8,Semi-Furnished,47.5567,-122.159,Bachelors/Family,Contact Owner
09-07-22,600,16500,4,3,2,Carpet Area,Bangalore,Fair,43,8,Unfurnished,47.6749,-122.002,Bachelors,Contact Agent
03-06-22,1200,16500,4,1.75,1,Super Area,Bangalore,Excellent,89,7,Semi-Furnished,47.5654,-122.384,Bachelors/Family,Contact Owner
05-07-22,1050,16500,4,2.75,9,Super Area,Bangalore,Good,40,8,Furnished,47.5875,-122.229,Bachelors/Family,Contact Owner
06-07-22,1100,16500,4,2.5,1,Super Area,Bangalore,Fair,29,9,Semi-Furnished,47.5752,-121.995,Bachelors/Family,Contact Owner
07-07-22,550,16500,5,3.5,0,Carpet Area,Delhi,Good,39,9,Semi-Furnished,47.5696,-122.156,Bachelors/Family,Contact Owner
04-07-22,90,16500,3,2.75,2,Super Area,Delhi,Fair,31,10,Semi-Furnished,47.6444,-122.191,Bachelors/Family,Contact Owner
18-05-22,1250,16500,3,2,2,Carpet Area,Delhi,Fair,30,7,Unfurnished,47.3565,-121.94,Bachelors,Contact Agent
29-06-22,950,16500,3,1.5,2,Carpet Area,Delhi,Excellent,66,7,Unfurnished,47.7716,-122.392,Bachelors,Contact Agent
12-06-22,1850,16500,2,1,2,Super Area,Chennai,Good,93,6,Unfurnished,47.5483,-122.394,Bachelors,Contact Owner
01-06-22,1530,16500,3,3,1,Carpet Area,Chennai,Fair,21,10,Semi-Furnished,47.6993,-122.118,Bachelors/Family,Contact Owner
06-05-22,966,16500,3,1.75,1,Super Area,Chennai,Good,44,7,Semi-Furnished,47.429,-122.154,Bachelors/Family,Contact Owner
25-05-22,700,16500,4,2.5,7,Super Area,Chennai,Fair,15,8,Semi-Furnished,47.3554,-122.298,Bachelors/Family,Contact Owner
16-05-22,200,16500,3,1.75,3,Carpet Area,Chennai,Fair,39,7,Unfurnished,47.7304,-122.227,Bachelors/Family,Contact Owner
28-05-22,1771,16500,3,1.75,0,Super Area,Hyderabad,Fair,86,5,Unfurnished,47.4924,-122.311,Bachelors/Family,Contact Owner
31-05-22,1500,16500,3,0.75,23,Carpet Area,Hyderabad,Good,59,5,Semi-Furnished,47.7112,-121.315,Bachelors,Contact Owner
08-06-22,1600,16500,3,2.25,9,Super Area,Hyderabad,Fair,15,8,Semi-Furnished,47.6729,-122.379,Family,Contact Owner
20-05-22,650,16500,3,1,1,Super Area,Hyderabad,Good,73,7,Furnished,47.6846,-122.386,Bachelors/Family,Contact Owner
16-05-22,1000,17000,2,1,4,Super Area,Kolkata,Fair,85,6,Semi-Furnished,47.7379,-122.233,Bachelors/Family,Contact Owner
29-06-22,600,17000,5,2.5,3,Carpet Area,Mumbai,Excellent,39,8,Unfurnished,47.5896,-122.083,Bachelors,Contact Owner
04-07-22,1000,17000,3,1.5,1,Super Area,Mumbai,Fair,42,7,Unfurnished,47.7364,-122.193,Bachelors/Family,Contact Owner
07-07-22,330,17000,2,2.75,2,Carpet Area,Mumbai,Fair,16,9,Semi-Furnished,47.6544,-122.373,Bachelors/Family,Contact Agent
02-06-22,320,17000,5,2,10,Carpet Area,Mumbai,Fair,112,5,Unfurnished,47.5965,-122.311,Bachelors/Family,Contact Owner
16-06-22,375,17000,3,1.75,0,Carpet Area,Mumbai,Fair,30,7,Unfurnished,47.3594,-122.076,Bachelors/Family,Contact Agent
23-06-22,340,17000,3,3.25,3,Super Area,Mumbai,Fair,11,9,Semi-Furnished,47.5534,-122.002,Bachelors/Family,Contact Owner
04-06-22,1040,17000,4,2.75,0,Super Area,Bangalore,Excellent,41,8,Furnished,47.5259,-122.204,Bachelors/Family,Contact Owner
04-06-22,1000,17000,4,2,0,Super Area,Bangalore,Good,48,7,Semi-Furnished,47.2964,-122.376,Bachelors/Family,Contact Owner
25-06-22,900,17000,3,2,1,Carpet Area,Bangalore,Excellent,77,7,Semi-Furnished,47.559,-122.298,Family,Contact Owner
08-06-22,1000,17000,5,3.75,2,Super Area,Bangalore,Fair,14,10,Semi-Furnished,47.5364,-121.858,Bachelors/Family,Contact Owner
31-05-22,610,17000,3,2.5,4,Super Area,Bangalore,Fair,27,8,Semi-Furnished,47.46,-121.708,Bachelors/Family,Contact Owner
20-06-22,1450,17000,2,1,1,Super Area,Bangalore,Fair,110,7,Semi-Furnished,47.6248,-122.301,Bachelors/Family,Contact Owner
04-06-22,1000,17000,4,1,1,Super Area,Bangalore,Fair,55,7,Semi-Furnished,47.7269,-122.24,Bachelors/Family,Contact Owner
19-05-22,1387,17000,4,3.25,4,Super Area,Bangalore,Fair,49,9,Semi-Furnished,47.652,-122.2,Bachelors/Family,Contact Owner
08-07-22,800,17000,4,2.25,2,Carpet Area,Bangalore,Fair,43,7,Semi-Furnished,47.4332,-122.167,Bachelors,Contact Owner
06-06-22,1100,17000,4,2.5,1,Carpet Area,Bangalore,Fair,23,10,Semi-Furnished,47.5526,-122.102,Bachelors,Contact Agent
19-05-22,700,17000,3,1.75,3,Super Area,Bangalore,Good,92,7,Semi-Furnished,47.6503,-122.338,Bachelors/Family,Contact Owner
04-07-22,900,17000,4,2.25,1,Super Area,Bangalore,Fair,34,9,Furnished,47.584,-122.077,Bachelors/Family,Contact Owner
31-05-22,1100,17000,2,1.5,2,Super Area,Bangalore,Fair,13,7,Semi-Furnished,47.5998,-122.306,Bachelors/Family,Contact Owner
31-05-22,1060,17000,6,4,2,Carpet Area,Bangalore,Fair,5,9,Unfurnished,47.4514,-122.273,Bachelors,Contact Owner
16-06-22,430,17000,4,2.25,1,Super Area,Bangalore,Good,37,8,Semi-Furnished,47.5566,-122.153,Bachelors/Family,Contact Owner
12-05-22,1200,17000,3,3.5,2,Super Area,Bangalore,Fair,27,10,Unfurnished,47.659,-122.174,Bachelors/Family,Contact Owner
06-07-22,1100,17000,3,1.75,1,Super Area,Bangalore,Good,35,8,Semi-Furnished,47.5608,-122.082,Bachelors/Family,Contact Owner
05-05-22,1000,17000,4,3.75,2,Super Area,Bangalore,Fair,12,10,Semi-Furnished,47.692,-122.338,Bachelors/Family,Contact Owner
13-06-22,1100,17000,3,1.5,1,Carpet Area,Bangalore,Fair,55,7,Semi-Furnished,47.4513,-122.268,Bachelors/Family,Contact Owner
27-05-22,1020,17000,3,2,2,Super Area,Bangalore,Fair,24,7,Semi-Furnished,47.3715,-122.074,Bachelors/Family,Contact Owner
27-05-22,800,17000,3,2.5,3,Carpet Area,Delhi,Fair,27,8,Unfurnished,47.5707,-121.999,Bachelors,Contact Agent
20-06-22,500,17000,3,1,1,Super Area,Delhi,Fair,65,7,Semi-Furnished,47.6805,-122.301,Bachelors/Family,Contact Owner
27-05-22,800,17000,3,1.5,3,Carpet Area,Delhi,Fair,64,7,Unfurnished,47.4303,-122.334,Bachelors/Family,Contact Agent
05-05-22,80,17000,4,2,3,Super Area,Delhi,Fair,68,7,Semi-Furnished,47.5071,-122.369,Bachelors/Family,Contact Owner
05-05-22,550,17000,3,1,1,Super Area,Delhi,Fair,34,7,Semi-Furnished,47.6355,-122.037,Bachelors/Family,Contact Owner
23-06-22,750,17000,3,2.25,10,Carpet Area,Delhi,Good,49,8,Semi-Furnished,47.3085,-122.381,Bachelors/Family,Contact Agent
18-05-22,650,17000,4,2.5,0,Carpet Area,Delhi,Fair,14,9,Unfurnished,47.7067,-122.129,Bachelors/Family,Contact Agent
08-06-22,400,17000,4,2.75,28,Carpet Area,Delhi,Fair,52,7,Furnished,47.3741,-122.189,Bachelors/Family,Contact Agent
21-06-22,450,17000,3,1.75,1,Carpet Area,Delhi,Good,74,7,Furnished,47.6689,-122.37,Bachelors/Family,Contact Agent
23-06-22,550,17000,3,1,9,Super Area,Delhi,Fair,66,7,Furnished,47.7703,-122.35,Bachelors/Family,Contact Owner
06-05-22,1480,17000,4,5.25,0,Super Area,Chennai,Fair,13,10,Furnished,47.5285,-122.135,Bachelors/Family,Contact Owner
22-05-22,1250,17000,5,2.75,2,Super Area,Chennai,Good,105,8,Semi-Furnished,47.6612,-122.363,Bachelors/Family,Contact Owner
15-05-22,1400,17000,4,1,0,Super Area,Chennai,Fair,77,7,Semi-Furnished,47.6838,-122.386,Bachelors/Family,Contact Owner
01-07-22,1000,17000,0,1.5,0,Super Area,Chennai,Fair,19,7,Unfurnished,47.7222,-122.29,Bachelors/Family,Contact Owner
06-05-22,1400,17000,5,2.5,4,Carpet Area,Chennai,Fair,12,8,Semi-Furnished,47.3727,-122.177,Bachelors/Family,Contact Owner
10-06-22,1200,17000,4,3,0,Super Area,Chennai,Excellent,90,7,Semi-Furnished,47.6813,-122.367,Bachelors/Family,Contact Owner
13-06-22,1785,17000,2,1,1,Super Area,Chennai,Good,110,7,Semi-Furnished,47.6803,-122.371,Family,Contact Owner
06-05-22,914,17000,2,1,2,Super Area,Chennai,Fair,75,6,Semi-Furnished,47.6973,-122.36,Bachelors/Family,Contact Owner
06-05-22,1000,17000,4,2.75,0,Super Area,Chennai,Good,35,9,Semi-Furnished,47.7355,-122.095,Bachelors/Family,Contact Owner
22-06-22,1100,17000,4,1.75,1,Super Area,Chennai,Fair,55,7,Unfurnished,47.4999,-122.327,Bachelors/Family,Contact Owner
22-06-22,1200,17000,3,1.75,2,Super Area,Chennai,Fair,62,6,Unfurnished,47.4012,-122.11,Bachelors/Family,Contact Owner
20-05-22,625,17000,5,2.75,2,Super Area,Chennai,Good,43,10,Semi-Furnished,47.6215,-122.224,Bachelors/Family,Contact Owner
02-07-22,950,17000,6,1.5,1,Carpet Area,Chennai,Fair,47,7,Unfurnished,47.4869,-122.34,Bachelors,Contact Owner
25-05-22,1000,17000,4,2.5,2,Super Area,Chennai,Fair,19,9,Semi-Furnished,47.3324,-122.17,Bachelors/Family,Contact Owner
03-05-22,800,17000,4,2.5,3,Carpet Area,Chennai,Fair,25,9,Unfurnished,47.3826,-122.146,Bachelors/Family,Contact Owner
06-07-22,590,17000,3,1,4,Carpet Area,Chennai,Fair,98,6,Semi-Furnished,47.5402,-122.38,Bachelors/Family,Contact Owner
06-05-22,950,17000,2,1,3,Carpet Area,Chennai,Okay,65,7,Unfurnished,47.3576,-122.156,Family,Contact Owner
25-06-22,1250,17000,3,2.5,5,Super Area,Chennai,Fair,9,8,Semi-Furnished,47.6197,-122.3,Bachelors/Family,Contact Owner
22-06-22,1200,17000,3,1,3,Carpet Area,Chennai,Fair,63,6,Unfurnished,47.4899,-122.337,Bachelors/Family,Contact Owner
14-06-22,750,17000,4,3,0,Super Area,Chennai,Fair,17,7,Unfurnished,47.5298,-121.88,Bachelors/Family,Contact Owner
06-05-22,875,17000,4,2,1,Super Area,Hyderabad,Excellent,70,8,Unfurnished,47.6177,-122.217,Bachelors/Family,Contact Owner
20-05-22,470,17000,3,1.5,1,Super Area,Hyderabad,Fair,110,7,Furnished,47.54,-122.275,Bachelors/Family,Contact Agent
10-07-22,1200,17000,3,2,2,Super Area,Hyderabad,Fair,54,7,Furnished,47.4617,-122.327,Bachelors/Family,Contact Owner
08-07-22,1000,17000,4,2.25,2,Carpet Area,Hyderabad,Fair,22,8,Furnished,47.7458,-121.977,Bachelors,Contact Owner
25-05-22,1150,17000,3,1.75,5,Super Area,Hyderabad,Excellent,89,8,Furnished,47.5157,-122.256,Bachelors/Family,Contact Owner
18-05-22,1050,17000,4,5.5,3,Super Area,Hyderabad,Fair,10,10,Semi-Furnished,47.6151,-122.224,Bachelors/Family,Contact Owner
23-06-22,1800,17000,3,1.75,5,Carpet Area,Hyderabad,Good,41,8,Unfurnished,47.2969,-122.163,Bachelors/Family,Contact Owner
02-07-22,1220,17000,3,1,3,Super Area,Hyderabad,Fair,58,7,Semi-Furnished,47.36,-122.178,Bachelors/Family,Contact Owner
18-05-22,100,17000,4,2.25,3,Carpet Area,Hyderabad,Fair,28,7,Unfurnished,47.7456,-122.315,Bachelors/Family,Contact Owner
02-07-22,1600,17000,4,2.25,4,Super Area,Hyderabad,Fair,28,8,Unfurnished,47.719,-121.912,Bachelors/Family,Contact Owner
09-05-22,1200,17000,3,1,4,Super Area,Hyderabad,Fair,107,8,Unfurnished,47.5349,-122.384,Bachelors,Contact Owner
03-05-22,1200,17000,3,1,0,Carpet Area,Hyderabad,Good,56,7,Semi-Furnished,47.5016,-122.168,Bachelors,Contact Owner
13-06-22,1050,17000,3,1.5,1,Carpet Area,Hyderabad,Good,112,7,Semi-Furnished,47.6113,-122.292,Bachelors/Family,Contact Agent
06-07-22,1000,17000,3,1.5,4,Super Area,Hyderabad,Fair,15,8,Semi-Furnished,47.7725,-121.899,Family,Contact Owner
25-06-22,1000,17000,3,1.5,1,Super Area,Hyderabad,Good,61,7,Semi-Furnished,47.4905,-122.179,Bachelors/Family,Contact Owner
10-06-22,840,17000,3,2,1,Super Area,Hyderabad,Good,100,7,Furnished,47.4702,-122.365,Bachelors/Family,Contact Owner
06-07-22,855,17000,3,2.25,0,Carpet Area,Hyderabad,Fair,33,7,Unfurnished,47.3916,-122.167,Bachelors,Contact Agent
08-06-22,650,17401,4,4,3,Super Area,Delhi,Good,51,9,Furnished,47.7159,-122.367,Bachelors/Family,Contact Owner
13-06-22,1000,17500,4,2.25,1,Carpet Area,Kolkata,Good,50,8,Semi-Furnished,47.7689,-122.266,Bachelors/Family,Contact Agent
12-06-22,480,17500,4,2.5,2,Carpet Area,Kolkata,Fair,13,9,Furnished,47.6811,-122.025,Bachelors,Contact Owner
07-07-22,400,17500,3,1,2,Carpet Area,Mumbai,Fair,66,7,Unfurnished,47.5193,-122.274,Bachelors/Family,Contact Agent
05-06-22,1080,17500,4,2,2,Super Area,Bangalore,Good,69,6,Furnished,47.6956,-122.303,Bachelors/Family,Contact Owner
31-05-22,1250,17500,2,2.5,4,Carpet Area,Bangalore,Fair,11,8,Unfurnished,47.6713,-122.383,Bachelors,Contact Owner
19-05-22,900,17500,4,1.5,4,Super Area,Bangalore,Fair,65,7,Semi-Furnished,47.7677,-122.359,Bachelors/Family,Contact Owner
24-06-22,1150,17500,4,2.25,2,Carpet Area,Bangalore,Fair,33,10,Semi-Furnished,47.4585,-122.13,Family,Contact Agent
27-06-22,1000,17500,3,2.75,1,Carpet Area,Bangalore,Fair,41,9,Unfurnished,47.7443,-122.26,Family,Contact Owner
18-05-22,650,17500,5,2.5,3,Carpet Area,Delhi,Fair,16,10,Semi-Furnished,47.4565,-122.066,Bachelors/Family,Contact Agent
10-07-22,1200,17500,3,1,0,Carpet Area,Chennai,Good,108,5,Semi-Furnished,47.3745,-122.231,Bachelors/Family,Contact Owner
30-05-22,650,17500,3,3.25,1,Carpet Area,Chennai,Fair,20,10,Furnished,47.693,-121.868,Bachelors/Family,Contact Owner
22-05-22,950,17500,4,2,1,Carpet Area,Chennai,Fair,69,7,Semi-Furnished,47.4646,-121.759,Bachelors/Family,Contact Owner
30-04-22,1400,17500,3,2.5,2,Super Area,Hyderabad,Fair,19,8,Furnished,47.4492,-122.199,Bachelors/Family,Contact Owner
09-05-22,1000,17500,3,1.5,0,Carpet Area,Hyderabad,Good,43,7,Semi-Furnished,47.5829,-122.005,Family,Contact Owner
14-05-22,1000,17600,3,2.5,1,Carpet Area,Bangalore,Fair,28,9,Semi-Furnished,47.4185,-122.212,Bachelors,Contact Owner
14-05-22,1110,17681,3,2.25,0,Super Area,Bangalore,Fair,14,8,Semi-Furnished,47.6799,-122.375,Bachelors/Family,Contact Owner
03-06-22,800,18000,4,2.5,0,Carpet Area,Kolkata,Fair,30,7,Unfurnished,47.2897,-122.372,Bachelors,Contact Agent
29-04-22,1200,18000,3,1.75,0,Super Area,Kolkata,Excellent,38,7,Unfurnished,47.4109,-121.958,Family,Contact Owner
25-04-22,1300,18000,4,2.75,1,Super Area,Kolkata,Fair,104,8,Unfurnished,47.6141,-122.212,Bachelors/Family,Contact Owner
19-05-22,850,18000,4,2.5,4,Carpet Area,Kolkata,Fair,34,10,Semi-Furnished,47.6477,-122.182,Family,Contact Owner
27-05-22,600,18000,4,1.75,3,Super Area,Kolkata,Good,49,8,Semi-Furnished,47.3099,-122.379,Bachelors/Family,Contact Owner
04-06-22,1200,18000,6,3,17,Carpet Area,Kolkata,Fair,98,7,Semi-Furnished,47.7067,-122.343,Bachelors/Family,Contact Owner
17-06-22,700,18000,2,1.75,6,Super Area,Kolkata,Fair,103,7,Furnished,47.4497,-122.375,Bachelors/Family,Contact Owner
29-06-22,750,18000,4,2.75,11,Carpet Area,Kolkata,Fair,43,8,Unfurnished,47.6658,-122.188,Bachelors/Family,Contact Agent
26-06-22,900,18000,5,2.5,20,Carpet Area,Kolkata,Good,41,8,Semi-Furnished,47.5645,-122.082,Bachelors/Family,Contact Owner
29-05-22,850,18000,5,3,5,Carpet Area,Kolkata,Fair,13,8,Semi-Furnished,47.7546,-122.341,Bachelors/Family,Contact Owner
04-06-22,300,18000,3,2.5,18,Super Area,Mumbai,Fair,15,7,Semi-Furnished,47.5317,-121.853,Bachelors/Family,Contact Owner
30-06-22,360,18000,3,1,2,Carpet Area,Mumbai,Fair,74,6,Furnished,47.4793,-122.346,Bachelors/Family,Contact Agent
23-05-22,780,18000,3,2.5,10,Carpet Area,Mumbai,Fair,27,10,Unfurnished,47.655,-122.124,Family,Contact Agent
07-07-22,375,18000,3,1,3,Carpet Area,Mumbai,Fair,75,6,Unfurnished,47.6718,-122.267,Bachelors/Family,Contact Agent
16-06-22,385,18000,5,2.5,1,Carpet Area,Mumbai,Excellent,53,10,Unfurnished,47.5553,-122.22,Bachelors/Family,Contact Agent
23-05-22,330,18000,4,1,0,Super Area,Mumbai,Fair,66,6,Unfurnished,47.492,-122.333,Bachelors/Family,Contact Owner
16-06-22,320,18000,3,2.25,2,Carpet Area,Mumbai,Good,29,7,Furnished,47.3576,-122.039,Bachelors/Family,Contact Agent
17-06-22,225,18000,2,1,2,Carpet Area,Mumbai,Good,67,6,Unfurnished,47.7463,-122.315,Bachelors,Contact Agent
29-04-22,450,18000,3,2.25,0,Super Area,Mumbai,Fair,30,7,Unfurnished,47.3983,-122.31,Bachelors/Family,Contact Owner
27-04-22,882,18000,3,1,2,Super Area,Mumbai,Good,50,6,Unfurnished,47.4954,-122.164,Bachelors,Contact Owner
27-05-22,300,18000,4,1.75,0,Super Area,Mumbai,Fair,59,8,Unfurnished,47.5904,-122.177,Bachelors/Family,Contact Owner
04-05-22,1045,18000,3,2.5,0,Carpet Area,Bangalore,Fair,5,8,Semi-Furnished,47.5389,-122.367,Bachelors,Contact Owner
01-07-22,1000,18000,4,2.5,0,Super Area,Bangalore,Fair,19,8,Semi-Furnished,47.7667,-122.33,Bachelors/Family,Contact Owner
27-05-22,900,18000,2,1.75,0,Super Area,Bangalore,Fair,78,6,Furnished,47.4785,-122.229,Bachelors/Family,Contact Owner
14-06-22,1000,18000,5,2,2,Super Area,Bangalore,Fair,66,7,Semi-Furnished,47.5536,-122.283,Bachelors/Family,Contact Owner
04-05-22,1200,18000,4,3.5,0,Carpet Area,Bangalore,Excellent,96,10,Semi-Furnished,47.5744,-122.283,Bachelors/Family,Contact Owner
23-06-22,1000,18000,2,1,11,Super Area,Bangalore,Fair,37,7,Semi-Furnished,47.7242,-122.161,Family,Contact Owner
